철도운영기관,노선명,역명,출구번호,출구별주요시설명
서울교통공사,2호선,서초,3,서초중/고등학교
서울교통공사,2호선,서초,3,서초스마트유스센터
서울교통공사,2호선,서초,3,국민은행(서초역점)
서울교통공사,2호선,잠실나루,1,서울아산병원
서울교통공사,2호선,잠실(송파구청),4, 우리은행(갤러리아팰리스점)
서울교통공사,2호선,잠실나루,1,파크리오상가
서울교통공사,2호선,잠실나루,2,송파구청
서울교통공사,2호선,잠실나루,2,신천파출소
서울교통공사,2호선,잠실나루,2,잠실4동 행정복지센터
서울교통공사,2호선,잠실나루,2,서울잠실초등학교
서울교통공사,2호선,잠실(송파구청),5,잠실3동우체국
서울교통공사,2호선,잠실(송파구청),5,국민은행(잠실중앙점)
서울교통공사,2호선,잠실(송파구청),5,잠실역시외버스정류소
서울교통공사,2호선,잠실(송파구청),6,잠실주공5단지
서울교통공사,2호선,잠실나루,2,국민은행(잠실점)
서울교통공사,2호선,잠실(송파구청),6,잠실한강공원1주차장
서울교통공사,2호선,잠실나루,2,우리은행(잠실나루점)
서울교통공사,2호선,잠실(송파구청),7,국민연금공단(송파지사)
서울교통공사,2호선,잠실(송파구청),7,삼성SDS본사
서울교통공사,2호선,잠실나루,2,잠실파크리오
서울교통공사,2호선,잠실(송파구청),7,향군타워
서울교통공사,2호선,잠실나루,2,파크리오상가
서울교통공사,2호선,잠실(송파구청),8,하나/신한은행(잠실역점)
서울교통공사,2호선,잠실(송파구청),8, 홈플러스(잠실점)
서울교통공사,2호선,잠실(송파구청),8,서울시교통연수원
서울교통공사,2호선,잠실(송파구청),8,서울시교통회관 
서울교통공사,2호선,잠실나루,1,서울책보고
서울교통공사,2호선,잠실나루,1,신천유수지공영주차장
서울교통공사,2호선,잠실나루,3,장미아파트
서울교통공사,2호선,잠실나루,3,수협중앙회
서울교통공사,2호선,잠실나루,2,국민체육진흥공단 
서울교통공사,2호선,잠실나루,3,서울시교통회관
서울교통공사,2호선,잠실나루,3,송파구청
서울교통공사,2호선,잠실나루,3,잠실6동 행정복지센터
서울교통공사,2호선,잠실나루,3,신천동성당
서울교통공사,2호선,잠실나루,3,수협은행(본점)
서울교통공사,2호선,잠실나루,3,잠실중학교
서울교통공사,2호선,잠실나루,3,잠동초등학교
서울교통공사,2호선,잠실나루,3,서울시교통연수원
서울교통공사,2호선,잠실나루,4,잠실중학교
서울교통공사,2호선,잠실나루,4,잠실6동 행정복지센터
서울교통공사,2호선,잠실나루,4,잠동초등학교
서울교통공사,2호선,잠실나루,4,장미아파트
서울교통공사,2호선,잠실나루,4,장미상가
서울교통공사,2호선,잠실나루,4,한강시민공원
서울교통공사,2호선,잠실새내,1,트리지움아파트
서울교통공사,2호선,잠실새내,1,영동일고등학교
서울교통공사,2호선,잠실새내,1,버들초등학교
서울교통공사,2호선,잠실새내,1,겔러리아팰리스
서울교통공사,2호선,잠실새내,1,레이크팰리스아파트
서울교통공사,2호선,종합운동장,2,송파문화원
서울교통공사,2호선,종합운동장,3,제일은행(잠실서지점)
서울교통공사,2호선,종합운동장,4,강남운전면허시험장(기능시험장)
서울교통공사,2호선,종합운동장,6,잠실제1주차장
서울교통공사,2호선,선릉,4,기업은행선릉역점
서울교통공사,2호선,선릉,4,기술보증기금(강남지점)
서울교통공사,2호선,종합운동장,6,하키장
서울교통공사,2호선,선릉,4,테헤란오피스빌딩
서울교통공사,2호선,종합운동장,6,인라인연습장
서울교통공사,2호선,종합운동장,7,잠실제2주차장
서울교통공사,2호선,선릉,5,동훈타워빌딩
서울교통공사,2호선,선릉,5,빅토리아빌딩
서울교통공사,2호선,선릉,5,삼흥빌딩
서울교통공사,2호선,선릉,5,신도벤처타워
서울교통공사,2호선,선릉,5,아남타워빌딩
서울교통공사,2호선,선릉,5,아미가호텔
서울교통공사,2호선,선릉,5,휘닉스오피스텔
서울교통공사,2호선,한양대,2,한양대학교 본관
서울교통공사,2호선,한양대,3,한양여자대학
서울교통공사,2호선,한양대,3,한양초등학교
서울교통공사,2호선,강변(동서울터미널),2,없음
서울교통공사,2호선,한양대,4,행당중학교
서울교통공사,2호선,합정,1,하나은행(합정역점)
서울교통공사,2호선,합정,2,삼성화재서부애니카서비스센터
서울교통공사,2호선,강변(동서울터미널),3,강남/한강변 자전거도로
서울교통공사,2호선,합정,2,우리은행(서교동점)
서울교통공사,2호선,강변(동서울터미널),4,강변스파랜드
서울교통공사,2호선,합정,3,극동방송
서울교통공사,2호선,강변(동서울터미널),4,자양한양아파트
서울교통공사,2호선,강변(동서울터미널),4,동서울우편물류센터
서울교통공사,2호선,강변(동서울터미널),4,광진구청신청사(2025년5월)
서울교통공사,2호선,구의(광진구청),1,광진구보건소
서울교통공사,2호선,합정,4,서교119안전센터
서울교통공사,2호선,합정,4,서교우체국
서울교통공사,2호선,합정,4,동양한강트레빌오피스텔
서울교통공사,2호선,구의(광진구청),1,광진구체육회
서울교통공사,2호선,구의(광진구청),2,강변SK뷰아파트
서울교통공사,2호선,구의(광진구청),2,구의1동공영주차장
서울교통공사,2호선,구의(광진구청),3,광진구청신청사(2025년5월)
서울교통공사,2호선,구의(광진구청),3,광진발달장애인교육센터
서울교통공사,2호선,구의(광진구청),4,포스트웨딩홀
서울교통공사,2호선,구의(광진구청),4, 신한/우리은행(자양점)
서울교통공사,2호선,건대입구,1,국민은행(건대역점)
서울교통공사,2호선,건대입구,1,건대맛의거리
서울교통공사,2호선,건대입구,1,화양동우체국
서울교통공사,2호선,건대입구,1,화양현대A
서울교통공사,2호선,건대입구,2,건대먹자골목
서울교통공사,2호선,건대입구,2,건국대학교병원
서울교통공사,2호선,홍대입구,1,서교동행정복지센터
서울교통공사,2호선,홍대입구,1,파라다이스텔
서울교통공사,2호선,홍대입구,2,경성중고교
서울교통공사,2호선,홍대입구,2,KT플라자(신촌)
서울교통공사,2호선,홍대입구,2,한국특허기술진흥원
서울교통공사,2호선,건대입구,2,건대부속동물병원
서울교통공사,2호선,건대입구,2, 스타시티아트홀
서울교통공사,2호선,건대입구,5,광진구시설관리공단
서울교통공사,2호선,건대입구,5,자양호반써밋A
서울교통공사,2호선,건대입구,6,노륜산시장
서울교통공사,2호선,건대입구,6,서울시동부여성발전센터
서울교통공사,2호선,건대입구,6,CGV(건대입구)
서울교통공사,2호선,건대입구,6,노룬산우편취급국
서울교통공사,2호선,홍대입구,8,서교초등학교
서울교통공사,2호선,홍대입구,8,미래프라자
서울교통공사,2호선,홍대입구,9,홍익대학교
서울교통공사,2호선,잠실(송파구청),7,월드타워
서울교통공사,2호선,잠실(송파구청),7,교보생명(잠실지점)
서울교통공사,2호선,잠실(송파구청),8,국민연금공단
서울교통공사,2호선,잠실(송파구청),8,국민건강보험공단(송파지사)
서울교통공사,2호선,잠실(송파구청),8,한국산업은행잠실지점
서울교통공사,2호선,잠실(송파구청),2,송파관광정보센터
서울교통공사,2호선,잠실(송파구청),3,잠실생활문화지원센터
서울교통공사,2호선,잠실(송파구청),3,롯데호텔(월드점)
서울교통공사,2호선,잠실(송파구청),3,롯데월드어드벤처
서울교통공사,2호선,잠실(송파구청),3,롯데월드샤롯데시어터
서울교통공사,2호선,잠실(송파구청),3,롯데호텔(월드웨딩)
서울교통공사,2호선,잠실(송파구청),3,서울놀이마당
서울교통공사,2호선,잠실(송파구청),4,롯데월드쇼핑몰
서울교통공사,2호선,잠실(송파구청),4,갤러리아팰리스A
서울교통공사,2호선,잠실나루,1,잠실고등학교
서울교통공사,2호선,잠실나루,1,서울잠현초등학교
서울교통공사,2호선,잠실나루,1,잠실파크리오
서울교통공사,2호선,홍대입구,9,마포평생학습관
서울교통공사,2호선,건대입구,6,건대로데오거리
서울교통공사,2호선,홍대입구,9,LG팰리스오피스텔
서울교통공사,2호선,홍대입구,9,푸르지오A
서울교통공사,2호선,성수,1,성수동우편취급국
서울교통공사,2호선,성수,1,국민/신한/부산/농협은행(성수역점)
서울교통공사,2호선,신촌,7,신촌연세병원
서울교통공사,2호선,잠실새내,4,국민은행(잠실새내역점)
서울교통공사,2호선,신촌,8,신촌성결교회
서울교통공사,2호선,홍대입구,1,CGV/메가박스(홍대)
서울교통공사,2호선,잠실새내,4,MBC아카데미
서울교통공사,2호선,홍대입구,1,우리은행(서교중앙점)
서울교통공사,2호선,잠실새내,4,병원 금융 빌딩가
서울교통공사,2호선,잠실새내,4,신한은행(서잠실점)
서울교통공사,2호선,잠실새내,5,엘스아파트
서울교통공사,2호선,잠실새내,5,엘스상가
서울교통공사,2호선,잠실새내,6,엘스아파트
서울교통공사,2호선,잠실새내,6,한강시민공원(잠실지구)
서울교통공사,2호선,잠실새내,6,잠일초등학교
서울교통공사,2호선,잠실새내,7,리센츠아파트
서울교통공사,2호선,잠실새내,7,한강시민공원(잠실지구)
서울교통공사,2호선,잠실새내,7,잠신중학교
서울교통공사,2호선,잠실새내,7,강동송파교육청
서울교통공사,2호선,잠실새내,7,리센츠상가
서울교통공사,2호선,잠실새내,8,리센츠상가
서울교통공사,2호선,잠실새내,8,리센츠아파트
서울교통공사,2호선,잠실새내,8,강동송파교육청
서울교통공사,2호선,잠실새내,8,잠신고등학교
서울교통공사,2호선,잠실새내,8,잠실2동 행정복지센터
서울교통공사,2호선,잠실새내,8,잠신초등학교
서울교통공사,2호선,잠실새내,8,잠신중학교
서울교통공사,2호선,종합운동장,1,아시아공원
서울교통공사,2호선,종합운동장,1,백제고분로
서울교통공사,2호선,종합운동장,2,아시아선수촌아파트
서울교통공사,2호선,종합운동장,2,잠실7동 행정복지센터
서울교통공사,2호선,종합운동장,2,아주초등학교
서울교통공사,2호선,종합운동장,2,아시아공원
서울교통공사,2호선,홍대입구,1,JBS일자리방송
서울교통공사,2호선,종합운동장,2,아주중학교
서울교통공사,2호선,홍대입구,1,한국백혈병소아암협회
서울교통공사,2호선,종합운동장,3,정신여자중/고등학교
서울교통공사,2호선,종합운동장,3,우성아파트
서울교통공사,2호선,종합운동장,3,아주중학교
서울교통공사,2호선,홍대입구,2,삼성스토어(홍대)
서울교통공사,2호선,종합운동장,4,강남경찰서
서울교통공사,2호선,종합운동장,4,강남운전면허시험장
서울교통공사,2호선,종합운동장,4,탄천
서울교통공사,2호선,잠실새내,2,새마을전통시장
서울교통공사,2호선,잠실새내,2,트리지움아파트
서울교통공사,2호선,잠실새내,2,레이크팰리스아파트
서울교통공사,2호선,잠실나루,3,농협은행(잠실월드점)
서울교통공사,2호선,잠실나루,4, 송파어린이영어도서관
서울교통공사,2호선,강변(동서울터미널),1,구의3동도서관
서울교통공사,2호선,잠실새내,2,트리지움상가
서울교통공사,2호선,잠실새내,3,새마을전통시장
서울교통공사,2호선,잠실새내,4,잠실종합사회복지관
서울교통공사,2호선,강변(동서울터미널),1,기업은행(구의동점)
서울교통공사,2호선,강변(동서울터미널),1,서울시산림조합(구의지점)
서울교통공사,2호선,강변(동서울터미널),1,우리은행(테크노마트점)
서울교통공사,2호선,강변(동서울터미널),1,강변테크노마트
서울교통공사,2호선,강변(동서울터미널),1,CGV(강변)
서울교통공사,2호선,한양대,1,사근동 행정복지센터
서울교통공사,2호선,한양대,1,한양지구대
서울교통공사,2호선,한양대,1,한양시장
서울교통공사,2호선,종합운동장,5,잠실야구장
서울교통공사,2호선,홍대입구,2,홍익디자인고등학교
서울교통공사,2호선,종합운동장,5,테헤란로
서울교통공사,2호선,종합운동장,5,탄천
서울교통공사,2호선,종합운동장,5,강남소방서
서울교통공사,2호선,종합운동장,6,잠실주경기장
서울교통공사,2호선,종합운동장,6,잠실야구장
서울교통공사,2호선,종합운동장,6,실내체육관
서울교통공사,2호선,홍대입구,2,영풍문고(홍대)
서울교통공사,2호선,홍대입구,8,롯데시네마(홍대입구)
서울교통공사,2호선,종합운동장,7,잠실주경기장
서울교통공사,2호선,종합운동장,7,실내체육관
서울교통공사,2호선,종합운동장,7,실내수영장
서울교통공사,2호선,종합운동장,8,학생체육관
서울교통공사,2호선,종합운동장,8,잠실엘스아파트
서울교통공사,2호선,종합운동장,8,올림픽로
서울교통공사,2호선,종합운동장,8,신천중학교
서울교통공사,2호선,홍대입구,8,CGV(연남)
서울교통공사,2호선,종합운동장,9,송파문화원
서울교통공사,2호선,충정로(경기대입구),1,경기대학교
서울교통공사,2호선,충정로(경기대입구),1,미동 현대아파트
서울교통공사,2호선,홍대입구,8,홍대걷고싶은거리
서울교통공사,2호선,홍대입구,9,라이즈오토그래프컬렉션호텔
서울교통공사,2호선,충정로(경기대입구),1,종근당빌딩
서울교통공사,2호선,홍대입구,9,앰배서더호텔(서울홍대)
서울교통공사,2호선,충정로(경기대입구),1,동아일보 충정로사옥
서울교통공사,2호선,홍대입구,9,기업은행(홍대역점)
서울교통공사,2호선,홍대입구,9,서교재래시장
서울교통공사,2호선,충정로(경기대입구),2,충정로3가
서울교통공사,2호선,충정로(경기대입구),2,충정타워
서울교통공사,2호선,충정로(경기대입구),3,경찰청
서울교통공사,2호선,홍대입구,9,트릭아이뮤지엄
서울교통공사,2호선,충정로(경기대입구),3,프랑스 대사관
서울교통공사,2호선,충정로(경기대입구),3,충청리시온A
서울교통공사,2호선,충정로(경기대입구),3,대우디오빌
서울교통공사,2호선,충정로(경기대입구),3,SK리쳄블
서울교통공사,2호선,충정로(경기대입구),3,미동초등학교
서울교통공사,2호선,충정로(경기대입구),4,서소문역사공원
서울교통공사,2호선,충정로(경기대입구),4,의주로2가
서울교통공사,2호선,충정로(경기대입구),4,한국경제신문사
서울교통공사,2호선,합정,1,국민은행(합정역점)
서울교통공사,2호선,합정,1,롯데시네마(합정)
서울교통공사,2호선,충정로(경기대입구),5,봉래초등학교
서울교통공사,2호선,충정로(경기대입구),5,삼성사이버빌리지
서울교통공사,2호선,충정로(경기대입구),5,손기정기념공원
서울교통공사,2호선,충정로(경기대입구),5,중림동
서울교통공사,2호선,합정,1,메세나폴리스A
서울교통공사,2호선,합정,1,홍익지구대
서울교통공사,2호선,충정로(경기대입구),5,중림파출소
서울교통공사,2호선,합정,2,웨딩시그니쳐
서울교통공사,2호선,충정로(경기대입구),6,아현동
서울교통공사,2호선,충정로(경기대입구),6,환일중 고등학교
서울교통공사,2호선,합정,2, 신한은행(서교동점)
서울교통공사,2호선,합정,2, 서교동주민센터
서울교통공사,2호선,합정,3,알라딘중고서점
서울교통공사,2호선,합정,3,농협은행(합정점)
서울교통공사,2호선,합정,3,서울생활문화센터(서교)
서울교통공사,2호선,합정,3,홍대난타전용극장
서울교통공사,2호선,합정,4,성산중학교
서울교통공사,2호선,합정,4,우리은행(합정동점)
서울교통공사,2호선,당산,1, 양평동우체국
서울교통공사,2호선,당산,1, 국민은행(양평동점)
서울교통공사,2호선,당산,1,그랜드컨벤션센터
서울교통공사,2호선,당산,1,영등포세무서
서울교통공사,2호선,당산,2,영등포교육복지센터
서울교통공사,2호선,당산,2,당산빌딩
서울교통공사,2호선,신당,10,광희초등학교
서울교통공사,2호선,신당,10,청평화시장
서울교통공사,2호선,신당,10,경찰공제회
서울교통공사,2호선,신당,11,근로복지공단서울본부
서울교통공사,2호선,신당,12,중앙시장
서울교통공사,2호선,합정,4,합정시장
서울교통공사,2호선,당산,1,우리은행(당산역점)
서울교통공사,2호선,신대방,1,신림종합시장
서울교통공사,2호선,당산,3,당산역광역환승센터
서울교통공사,2호선,신대방,1,기업은행 신대방역지점
서울교통공사,2호선,당산,3, 한강고수부지해양스포츠훈련장
서울교통공사,2호선,당산,4,래미안당산1차A
서울교통공사,2호선,신대방,2,조원초등학교
서울교통공사,2호선,신대방,2,현대아파트
서울교통공사,2호선,신대방,3,대림동방면
서울교통공사,2호선,신대방,4,신대방1동 행정복지센터
서울교통공사,2호선,신대방,4,문창초등학교
서울교통공사,2호선,신대방,4,보라매공원
서울교통공사,2호선,신대방,4,기상청(서울청사)
서울교통공사,2호선,신대방,4,남부수도사업소
서울교통공사,2호선,당산,4,뷰티풀타워
서울교통공사,2호선,신대방,4,수도여자고등학교
서울교통공사,2호선,신대방,4,보라매고용지원센터
서울교통공사,2호선,신대방,4,서울성경신학대학원대학교
서울교통공사,2호선,신림,1,신림지구대
서울교통공사,2호선,당산,5,마약퇴치운동본부(중독재활센터)
서울교통공사,2호선,신림,2,서원동 행정복지센터
서울교통공사,2호선,신림,2,신안아파트
서울교통공사,2호선,당산,6,한국환경공단(서울사무소)
서울교통공사,2호선,신림,2,신관중학교
서울교통공사,2호선,영등포구청,1,LG전자(영등포서비스센터)
서울교통공사,2호선,신림,2,포도몰
서울교통공사,2호선,신림,3,서울대학교방면
서울교통공사,2호선,신림,3,관악종합시장
서울교통공사,2호선,신림,3,신림동부아파트
서울교통공사,2호선,신림,3,삼모스프렉스
서울교통공사,2호선,영등포구청,1,롯데마트(양평점)
서울교통공사,2호선,신림,4,신원동 행정복지센터
서울교통공사,2호선,신림,4,남서울 중학교
서울교통공사,2호선,영등포구청,1,영등포구청환승공영주차장
서울교통공사,2호선,영등포구청,1,한국토지주택공사(서울서부권지사)
서울교통공사,2호선,신림,4,성보중 고교
서울교통공사,2호선,영등포구청,1,리드원지식산업센터
서울교통공사,2호선,영등포구청,2,당산공원
서울교통공사,2호선,영등포구청,2,영등포구치매안심센터
서울교통공사,2호선,영등포구청,3,국민은행(영등포구청점)
서울교통공사,2호선,영등포구청,3,영등포우체국
서울교통공사,2호선,영등포구청,3,코스트코(양평점)
서울교통공사,2호선,영등포구청,3,영등포구청(별관)
서울교통공사,2호선,신림,6,보라매공원
서울교통공사,2호선,신림,6,시립보라매병원
서울교통공사,2호선,신림,6,로대오거리
서울교통공사,2호선,신림,6,롯데백화점
서울교통공사,2호선,신림,6,신림동주민센터
서울교통공사,2호선,영등포구청,3, 영등포병원
서울교통공사,2호선,영등포구청,3,전기안전공사(서울서부지사)
서울교통공사,2호선,신림,7,시립보라매병원방면
서울교통공사,2호선,영등포구청,4,코레일유통(본사)
서울교통공사,2호선,신림,7,당곡초 중 고교
서울교통공사,2호선,신림,7,르네상스쇼핑
서울교통공사,2호선,신림,8,당곡지구대
서울교통공사,2호선,신림,8,관악우체국
서울교통공사,2호선,신림,8,보라매동
서울교통공사,2호선,신촌,1,창서초등학교
서울교통공사,2호선,신촌,1,기업은행(신촌점)
서울교통공사,2호선,신촌,1,현대백화점(신촌점)
서울교통공사,2호선,신촌,2,연세대학교
서울교통공사,2호선,신촌,2,국민은행(신촌점)
서울교통공사,2호선,신촌,2,신나라레코드
서울교통공사,2호선,신촌,3,연세대학교
서울교통공사,2호선,신촌,3,세브란스병원
서울교통공사,2호선,신촌,4,신촌지구대
서울교통공사,2호선,영등포구청,5,당산동성당
서울교통공사,2호선,신촌,4,CGV아트레온점
서울교통공사,2호선,문래,1,서울삼성요양병원
서울교통공사,2호선,신촌,5,창천초등학교
서울교통공사,2호선,문래,1, 문래힐스테이트A
서울교통공사,2호선,문래,1,서울지방노동위원회
서울교통공사,2호선,신촌,6,서강대학교
서울교통공사,2호선,신촌,6,근로복지공단(서울서부지사)
서울교통공사,2호선,신촌,6,거구장
서울교통공사,2호선,문래,1,문래동성당
서울교통공사,2호선,신촌,6,우리은행
서울교통공사,2호선,신촌,7,신촌삼익아파트
서울교통공사,2호선,문래,1, 문래도서관
서울교통공사,2호선,문래,2,문래청소년센터수영장
서울교통공사,2호선,문래,2,문래초등학교
서울교통공사,2호선,신촌,7,서강지구대
서울교통공사,2호선,신촌,8,김대중도서관
서울교통공사,2호선,문래,3,영등포농협(문래동지점)
서울교통공사,2호선,신정네거리,1,신월종합사회복지관
서울교통공사,2호선,신정네거리,1,남명초등학교
서울교통공사,2호선,신정네거리,1,신안약수 아파트
서울교통공사,2호선,신정네거리,1,신트리아파트
서울교통공사,2호선,신정네거리,1,신정3동 행정복지센터
서울교통공사,2호선,신정네거리,1,신정3동파출소
서울교통공사,2호선,신정네거리,1,계남근린공원
서울교통공사,2호선,문래,3,한국고용정보원(스마트워크센터)
서울교통공사,2호선,신정네거리,1,신서성결교회
서울교통공사,2호선,문래,3,한국전력(남서울본부)
서울교통공사,2호선,신정네거리,2,신월2동 우체국
서울교통공사,2호선,신정네거리,2,신정119안전센터
서울교통공사,2호선,신정네거리,2,신남중학교
서울교통공사,2호선,신정네거리,2,양강중학교
서울교통공사,2호선,신정네거리,2,양강초등학교
서울교통공사,2호선,문래,4,서울시남부교육청
서울교통공사,2호선,신정네거리,2,국민은행
서울교통공사,2호선,문래,4, 벽산메가트리움오피스텔
서울교통공사,2호선,신정네거리,2,목민교회
서울교통공사,2호선,문래,5,없음
서울교통공사,2호선,문래,6, 국민은행(영등포하이테크점)
서울교통공사,2호선,신정네거리,2,신월종합사회복지관
서울교통공사,2호선,문래,7,서울남부지방법원등기국
서울교통공사,2호선,신정네거리,3,신정4동 행정복지센터
서울교통공사,2호선,신도림,1,국민은행(신도림점)
서울교통공사,2호선,신정네거리,3,하나은행(신정동점)
서울교통공사,2호선,신정네거리,3,기업은행(신정동점)
서울교통공사,2호선,신정네거리,3,신정제일시장
서울교통공사,2호선,신정네거리,3,경서농협
서울교통공사,2호선,신정네거리,3,서울남부지방법원/검찰청
서울교통공사,2호선,신정네거리,3,신정동성당
서울교통공사,2호선,신정네거리,4,신정1동 행정복지센터
서울교통공사,2호선,신정네거리,4,목동 아파트 10단지
서울교통공사,2호선,신정네거리,4,신서중학교
서울교통공사,2호선,신정네거리,4,양명초등학교
서울교통공사,2호선,신정네거리,4,신정1지구대
서울교통공사,2호선,신정네거리,4,목동아파트9단지
서울교통공사,2호선,아현,1,북성초등학교
서울교통공사,2호선,아현,1,한성중학교
서울교통공사,2호선,아현,1,한성고등학교
서울교통공사,2호선,아현,1,중앙여중
서울교통공사,2호선,아현,1,중앙여고
서울교통공사,2호선,신도림,1,신도림중학교
서울교통공사,2호선,아현,1,추계예술대학
서울교통공사,2호선,신도림,1,신도림동아1차/2차/3차아파트
서울교통공사,2호선,아현,2,북아현동 행정복지센터
서울교통공사,2호선,신도림,1,신도림4차이편한세상A
서울교통공사,2호선,아현,2,아현동 가구상가
서울교통공사,2호선,아현,2,서대문장애인복지관
서울교통공사,2호선,신도림,1,신도림아이파크A
서울교통공사,2호선,신도림,2,대한산업안전협회중앙회
서울교통공사,2호선,아현,3,아현 산업 정보학교
서울교통공사,2호선,아현,3,마포평생학습관 마포분관
서울교통공사,2호선,아현,3,아현초등학교
서울교통공사,2호선,아현,3,아현중학교
서울교통공사,2호선,아현,3,마포경찰서
서울교통공사,2호선,아현,3,한세전산고
서울교통공사,2호선,아현,3,삼성서서울아파트
서울교통공사,2호선,아현,4,아현 우체국
서울교통공사,2호선,아현,4,아현시장
서울교통공사,2호선,아현,4,한서초교
서울교통공사,2호선,양천구청,1,신정6동 행정복지센터
서울교통공사,2호선,양천구청,1,양천구청
서울교통공사,2호선,양천구청,1,양천경찰서
서울교통공사,2호선,양천구청,1,양천세무서
서울교통공사,2호선,양천구청,1,양천구보건소
서울교통공사,2호선,양천구청,1,서울출입국(외국인청)
서울교통공사,2호선,양천구청,1,갈산초등학교
서울교통공사,2호선,양천구청,1,목동아파트13 14단지
서울교통공사,2호선,양천구청,1,서울은정초등학교
서울교통공사,2호선,양천구청,1,양천구의회
서울교통공사,2호선,양천구청,1,신목고등학교
서울교통공사,2호선,양천구청,1,남부준법지원센터
서울교통공사,2호선,양천구청,1,삼성래미안2차A
서울교통공사,2호선,양천구청,1,목동우성2차/3치아파트
서울교통공사,2호선,양천구청,1,양천공원
서울교통공사,2호선,양천구청,1,양천문화회관
서울교통공사,2호선,양천구청,1,은정초등학교
서울교통공사,2호선,양천구청,1,서울지방법원남부지원
서울교통공사,2호선,양천구청,1,서울지방검찰청남부지청
서울교통공사,2호선,양천구청,2,신정7동 행정복지센터
서울교통공사,2호선,양천구청,2,계남초등학교
서울교통공사,2호선,양천구청,2,봉영여중
서울교통공사,2호선,양천구청,2,목동고등학교
서울교통공사,2호선,양천구청,2,양천아파트
서울교통공사,2호선,양천구청,2,목동아파트9 10 11 12단지
서울교통공사,2호선,양천구청,2,신트리공원
서울교통공사,2호선,양천구청,2,계남공원
서울교통공사,2호선,역삼,1,한국은행강남본부
서울교통공사,2호선,역삼,1,대한사회복지회
서울교통공사,2호선,역삼,1,금융결제원
서울교통공사,2호선,역삼,1,아세아타워
서울교통공사,2호선,역삼,1,한서병원
서울교통공사,2호선,역삼,2,강남파이낸스센터
서울교통공사,2호선,신도림,2, 구로노인종합복지관
서울교통공사,2호선,신도림,2,아름제일병원
서울교통공사,2호선,역삼,3,역삼1동 행정복지센터
서울교통공사,2호선,신도림,2,구로경찰서(임시청사)
서울교통공사,2호선,신도림,2,구로미래도서관
서울교통공사,2호선,신도림,2,국민건강보험공단(외국인민원센터)
서울교통공사,2호선,신도림,2,쌍용플래티넘1단지/2단지오피스텔
서울교통공사,2호선,신도림,2,구로구민생활체육센터
서울교통공사,2호선,신도림,3,대한산업안전협회중앙회
서울교통공사,2호선,역삼,4,국립어린이청소년도서관
서울교통공사,2호선,역삼,4,역삼1동 우체국
서울교통공사,2호선,역삼,4,과학기술회관(1관 2관)
서울교통공사,2호선,역삼,4,국기원
서울교통공사,2호선,역삼,4,우신빌딩
서울교통공사,2호선,역삼,4,한국타이어빌딩
서울교통공사,2호선,신도림,3,구로노인종합복지관
서울교통공사,2호선,역삼,5,하이츠빌딩
서울교통공사,2호선,역삼,6,한국콘텐츠진흥원(공정상생센터)
서울교통공사,2호선,신도림,3,아름제일병원
서울교통공사,2호선,역삼,7,충현복지관
서울교통공사,2호선,역삼,7,GS타워
서울교통공사,2호선,역삼,7,강남차병원
서울교통공사,2호선,역삼,7,충현교회
서울교통공사,2호선,역삼,8,르네상스호텔법인
서울교통공사,2호선,역삼,8,큰길타워
서울교통공사,2호선,신도림,3,구로경찰서(임시청사)
서울교통공사,2호선,신도림,3,구로미래도서관
서울교통공사,2호선,영등포구청,1,서울남부고용노동지청
서울교통공사,2호선,영등포구청,1,영등포유통상가
서울교통공사,2호선,영등포구청,1,현대아파트
서울교통공사,2호선,영등포구청,2,영등포구청
서울교통공사,2호선,영등포구청,2,영등포구 보건소
서울교통공사,2호선,신도림,3,씨네Q(신도림)
서울교통공사,2호선,영등포구청,3,삼익 당산쌍용예가A
서울교통공사,2호선,신도림,3,국민건강보험공단(외국인민원센터)
서울교통공사,2호선,신도림,3,미래초등학교
서울교통공사,2호선,신도림,3,태영타운A
서울교통공사,2호선,영등포구청,3,양평삼호
서울교통공사,2호선,영등포구청,3,현대해상(서울지점)
서울교통공사,2호선,대림(구로구청),1,이화우성
서울교통공사,2호선,영등포구청,4,영등포경찰서
서울교통공사,2호선,영등포구청,4,영등포구의회
서울교통공사,2호선,영등포구청,4,영등포구민회관
서울교통공사,2호선,대림(구로구청),1,삼성래미안
서울교통공사,2호선,영등포구청,4,한양 당산삼성2아파트
서울교통공사,2호선,영등포구청,5,당산1동 행정복지센터
서울교통공사,2호선,대림(구로구청),1,구로현대A
서울교통공사,2호선,영등포구청,5,동부센트레빌
서울교통공사,2호선,대림(구로구청),1, 영서초등/증학교
서울교통공사,2호선,대림(구로구청),2,럭키아파트
서울교통공사,2호선,영등포구청,5,경남아너스빌A
서울교통공사,2호선,대림(구로구청),2,대림노외공영주차장
서울교통공사,2호선,대림(구로구청),2,동구로새마을금고
서울교통공사,2호선,대림(구로구청),2,서울교통공사(대림별관)
서울교통공사,2호선,대림(구로구청),3,서울교통공사(대림별관)
서울교통공사,2호선,대림(구로구청),3,경남아너스빌
서울교통공사,2호선,대림(구로구청),3,대림2차우성A
서울교통공사,2호선,대림(구로구청),4,대림2차우성A
서울교통공사,2호선,대림(구로구청),4,동구로초등학교
서울교통공사,2호선,대림(구로구청),4,구로청소년문화예술센터
서울교통공사,2호선,대림(구로구청),4,구로중학교
서울교통공사,2호선,대림(구로구청),4,동구로우체국
